GEOID,n
08001008000,1
08001008100,2
08001008353,1
08001008505,1
08001008506,1
08001008507,1
08001008529,3
08001008537,1
08001008538,1
08001008540,1
08001008542,1
08001008543,1
08001008545,2
08001008548,1
08001008551,2
08001008604,1
08001009001,1
08001009206,1
08001009207,2
08001009304,1
08001009307,1
08001009310,1
08001009322,1
08001009326,2
08001009406,5
08001009408,2
08001009410,3
08001009608,1
08001009751,1
08001060200,1
08005004951,5
08005004952,9
08005005551,2
08005005611,2
08005005619,1
08005005620,2
08005005621,2
08005005623,4
08005005627,1
08005005631,1
08005005636,1
08005005700,5
08005005800,2
08005005951,1
08005005952,1
08005006000,1
08005006200,2
08005006501,3
08005006502,1
08005006601,1
08005006603,1
08005006704,2
08005006705,4
08005006708,1
08005006709,4
08005006713,2
08005006808,1
08005006815,2
08005006854,3
08005006855,1
08005006856,11
08005006857,2
08005006858,11
08005007104,1
08005007105,1
08005007106,1
08005007107,2
08005007202,1
08005007500,1
08005007702,4
08005007704,2
08005015100,5
08005080300,1
08005080400,1
08005080500,1
08005080700,1
08005080800,4
08005081000,1
08005082000,1
08005082100,1
08005082200,1
08005082300,1
08005082800,1
08005083200,1
08005083300,1
08005083400,1
08005083600,1
08005083700,1
08005084800,1
08005084900,1
08005085000,1
08005085100,1
08005085300,1
08005085500,2
08005085900,2
08005086000,1
08005086200,1
08005086300,3
08005086500,1
08005086700,2
08005086800,1
08005086900,6
08005087000,1
08005087100,2
08005087200,7
08005087300,6
08014030300,3
08014030400,1
08014030500,1
08014030800,1
08014031000,2
08014031100,12
08014031200,3
08031000102,1
08031000201,2
08031000202,5
08031000301,8
08031000302,6
08031000303,14
08031000401,5
08031000402,25
08031000501,2
08031000502,12
08031000600,20
08031000701,4
08031000702,7
08031000800,2
08031000905,1
08031001101,4
08031001102,39
08031001301,2
08031001302,1
08031001403,4
08031001500,6
08031001600,159
08031001701,132
08031001702,35
08031001800,17
08031001901,1
08031001902,1
08031002000,50
08031002100,31
08031002300,3
08031002402,5
08031002403,20
08031002601,38
08031002602,26
08031002701,18
08031002702,25
08031002703,17
08031002801,6
08031002802,9
08031002803,26
08031002901,9
08031002902,12
08031003001,12
08031003002,5
08031003003,10
08031003004,7
08031003101,4
08031003102,13
08031003201,14
08031003202,6
08031003203,2
08031003300,6
08031003401,7
08031003402,5
08031003500,16
08031003601,1
08031003602,1
08031003603,2
08031003701,7
08031003702,11
08031003703,4
08031003800,50
08031003901,14
08031003902,9
08031004002,2
08031004003,2
08031004004,1
08031004005,5
08031004006,3
08031004101,2
08031004102,9
08031004103,1
08031004104,2
08031004106,9
08031004107,3
08031004201,2
08031004202,2
08031004301,11
08031004302,2
08031004303,3
08031004304,9
08031004306,8
08031004403,5
08031004404,2
08031004405,18
08031005001,3
08031005002,3
08031005104,2
08031005200,2
08031006701,7
08031006804,4
08031006809,13
08031006810,2
08031006811,3
08031006812,1
08031006813,2
08031006901,3
08031007006,6
08031007037,2
08031007088,3
08031007089,1
08031008386,2
08031008388,1
08031008389,1
08031011902,1
08031012001,2
08031012014,2
08031015300,10
08031015400,2
08031015500,13
08035013905,3
08035013911,3
08035014007,3
08035014008,3
08035014011,1
08035014012,2
08035014107,1
08035014108,2
08035014110,2
08035014115,6
08035014116,3
08035014122,2
08035014125,2
08035014126,1
08035014128,2
08035014131,4
08035014133,1
08035014135,1
08035014136,4
08035014138,1
08035014139,2
08035014140,1
08059009808,2
08059009815,4
08059009824,13
08059009827,1
08059009828,1
08059009830,1
08059009831,1
08059009833,2
08059009835,2
08059009836,1
08059009837,1
08059009839,1
08059009840,1
08059009843,1
08059009846,5
08059009847,1
08059009849,1
08059009851,1
08059009900,1
08059010100,2
08059010206,2
08059010209,1
08059010210,1
08059010213,1
08059010304,2
08059010305,1
08059010405,1
08059010503,1
08059010604,1
08059010702,1
08059011100,1
08059011300,1
08059011550,2
08059011708,1
08059011709,2
08059011711,1
08059011712,1
08059011727,1
08059011729,1
08059011730,1
08059011731,2
08059011732,6
08059011733,2
08059011805,6
08059012022,1
08059012023,4
08059012026,1
08059012031,1
08059012033,1
08059012035,1
08059012038,1
08059012043,2
08059012045,2
08059012049,1
08059012051,1
08059012054,4
08059012055,1
08093000100,2
